"order_id","customer_id","order_date","delivery_date","status","total_amount","delivery_address","promo_code","payment_method"
5278,344,2024-09-23 17:37:00.000,"2024-09-24",delivered,452.89,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 57",,cash
5279,97,2024-04-01 14:57:00.000,"2024-04-02",delivered,1650.01,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 84",FRESH20,card
5280,1122,2024-10-06 09:33:00.000,"2024-10-07",delivered,507.22,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 42",,cash
5281,480,2024-02-13 12:27:00.000,"2024-02-14",delivered,194.84,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 2",,sbp
5282,2277,2024-10-29 09:27:00.000,"2024-10-30",delivered,603.14,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 22",SUMMER15,cash
5283,1841,2024-02-17 09:33:00.000,"2024-02-18",delivered,656.73,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 65",,card
5284,113,2024-09-27 18:25:00.000,"2024-09-28",delivered,1044.88,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 64",,card
5285,180,2024-10-10 12:45:00.000,"2024-10-11",delivered,1058.76,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 40",SUMMER15,card
5286,887,2024-01-08 14:25:00.000,"2024-01-09",delivered,2083.42,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 17",,card
5287,1814,2024-09-01 19:31:00.000,"2024-09-02",delivered,445.71,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 33",FRESH20,cash
5288,626,2024-06-29 10:45:00.000,"2024-06-30",delivered,1952.68,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 2",,cash
5289,231,2024-06-25 17:57:00.000,"2024-06-26",delivered,1307.68,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 30",,cash
5290,1468,2024-08-29 20:10:00.000,"2024-08-30",confirmed,2195.23,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 42",,card
5291,775,2024-07-21 18:56:00.000,"2024-07-22",delivered,438.9,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 62",SUMMER15,card
5292,1260,2024-05-03 20:42:00.000,"2024-05-04",delivered,730.32,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 57",FRESH20,card
5293,2484,2024-04-29 13:58:00.000,"2024-04-30",delivered,830.39,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 95",WELCOME10,cash
5294,241,2024-05-26 12:22:00.000,"2024-05-27",delivered,570.66,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 22",,card
5295,2097,2024-09-07 20:51:00.000,"2024-09-08",delivered,395.75,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 90",SUMMER15,card
5296,972,2024-01-21 10:47:00.000,"2024-01-22",delivered,1350.78,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 68",,cash
5297,319,2024-03-12 09:43:00.000,"2024-03-13",delivered,3524.39,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 81",,card
5298,2460,2024-03-30 17:12:00.000,"2024-03-31",delivered,1503.48,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 4",SUMMER15,cash
5299,2251,2024-07-11 18:55:00.000,"2024-07-12",delivered,907.47,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 89",,card
5300,957,2024-06-15 10:19:00.000,"2024-06-16",delivered,1618.49,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 65",,card
5301,1530,2024-02-28 15:04:00.000,"2024-02-29",delivered,1110.3,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 49",,cash
5302,1245,2024-10-30 08:31:00.000,"2024-10-31",delivered,240.8,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 26",FRESH20,sbp
5303,1617,2024-03-12 14:37:00.000,"2024-03-13",delivered,1553.12,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 63",,cash
5304,2391,2024-07-05 16:03:00.000,"2024-07-06",delivered,1410.62,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 4",,cash
5305,230,2024-01-23 17:05:00.000,"2024-01-24",cancelled,1604.67,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 5",WELCOME10,sbp
5306,1861,2024-06-18 10:22:00.000,"2024-06-19",delivered,892.67,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 52",,card
5307,1332,2024-03-12 20:27:00.000,"2024-03-13",delivered,730.99,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 94",,card
5308,848,2024-05-30 12:36:00.000,"2024-05-31",delivered,546.72,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 8",SUMMER15,sbp
5309,401,2024-10-21 18:57:00.000,"2024-10-22",confirmed,712.0,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 56",FRESH20,card
5310,409,2024-09-23 16:03:00.000,"2024-09-24",delivered,2752.63,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 15",,cash
5311,1272,2024-07-15 11:52:00.000,"2024-07-16",delivered,141.98,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 37",,card
5312,2111,2024-09-03 09:37:00.000,"2024-09-04",delivered,2748.26,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 2",,card
5313,2228,2024-07-10 10:35:00.000,"2024-07-11",delivered,1484.82,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 54",WELCOME10,card
5314,1086,2024-06-06 18:13:00.000,"2024-06-07",delivered,330.93,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 38",WELCOME10,sbp
5315,1016,2024-09-01 16:58:00.000,"2024-09-02",delivered,1771.44,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 89",WELCOME10,sbp
5316,1141,2024-08-26 16:19:00.000,"2024-08-27",delivered,592.91,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 62",,card
5317,1926,2024-02-08 12:11:00.000,"2024-02-09",delivered,1106.3,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 93",FRESH20,sbp
5318,1810,2024-03-15 20:49:00.000,"2024-03-16",delivered,2011.1,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 79",,card
5319,1891,2024-05-06 14:53:00.000,"2024-05-07",delivered,78.02,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 55",,sbp
5320,1361,2024-10-23 17:27:00.000,"2024-10-24",delivered,1031.11,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 59",FRESH20,card
5321,2387,2024-06-19 11:34:00.000,"2024-06-20",delivered,2274.47,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 3",,card
5322,222,2024-11-18 08:22:00.000,"2024-11-19",delivered,390.72,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 81",SUMMER15,sbp
5323,2060,2024-11-04 13:53:00.000,"2024-11-05",delivered,3635.61,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 2",SUMMER15,card
5324,1668,2024-10-23 13:18:00.000,"2024-10-24",delivered,1608.56,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 4",SUMMER15,card
5325,1448,2024-01-25 17:37:00.000,"2024-01-26",delivered,458.93,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 12",SUMMER15,cash
5326,1949,2024-10-01 08:11:00.000,"2024-10-02",delivered,254.44,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 35",,card
5327,1872,2024-02-10 19:33:00.000,"2024-02-11",delivered,452.4,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 100",,cash
5328,20,2024-06-28 11:38:00.000,"2024-06-29",delivered,2023.11,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 3",WELCOME10,card
5329,2481,2024-10-09 13:23:00.000,"2024-10-10",delivered,128.13,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 70",,sbp
5330,2164,2024-04-30 18:19:00.000,"2024-05-01",delivered,387.51,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 44",FRESH20,sbp
5331,1699,2024-07-31 10:08:00.000,"2024-08-01",delivered,1535.86,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 99",WELCOME10,card
5332,1111,2024-05-23 20:09:00.000,"2024-05-24",delivered,1827.29,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 78",,card
5333,705,2024-10-02 08:31:00.000,"2024-10-03",delivered,592.39,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 68",,cash
5334,1853,2024-03-25 10:29:00.000,"2024-03-26",delivered,1037.35,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 40",,card
5335,256,2024-11-09 19:57:00.000,"2024-11-10",delivered,698.8,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 12",,cash
5336,1047,2024-02-17 09:01:00.000,"2024-02-18",delivered,1889.94,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 85",,card
5337,464,2024-05-30 12:02:00.000,"2024-05-31",delivered,918.43,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 12",WELCOME10,sbp
5338,365,2024-03-31 08:29:00.000,"2024-04-01",delivered,1382.9,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 72",,sbp
5339,1911,2024-06-15 09:37:00.000,"2024-06-16",delivered,1291.35,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 66",WELCOME10,card
5340,1024,2024-05-10 16:20:00.000,"2024-05-11",delivered,2240.67,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 90",WELCOME10,card
5341,142,2024-05-15 20:53:00.000,"2024-05-16",delivered,960.11,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 76",WELCOME10,card
5342,1401,2024-10-20 12:39:00.000,"2024-10-21",delivered,206.38,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 99",,card
5343,2267,2024-08-12 14:51:00.000,"2024-08-13",delivered,1827.54,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 100",FRESH20,card
5344,2184,2024-09-06 11:46:00.000,"2024-09-07",delivered,540.33,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 27",FRESH20,sbp
5345,555,2024-06-09 15:18:00.000,"2024-06-10",delivered,940.18,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 37",,card
5346,2164,2024-08-12 08:31:00.000,"2024-08-13",delivered,2593.0,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 61",,card
5347,447,2024-04-17 14:44:00.000,"2024-04-18",delivered,353.07,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 97",,card
5348,1705,2024-01-07 14:33:00.000,"2024-01-08",delivered,1239.71,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 18",,sbp
5349,1867,2024-04-04 19:17:00.000,"2024-04-05",delivered,1663.06,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 55",FRESH20,cash
5350,1732,2024-09-11 20:28:00.000,"2024-09-12",delivered,1615.39,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 21",FRESH20,card
5351,1807,2024-02-02 15:45:00.000,"2024-02-03",delivered,441.96,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 47",SUMMER15,card
5352,1473,2024-07-01 11:47:00.000,"2024-07-02",delivered,1381.63,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 31",WELCOME10,sbp
5353,1909,2024-06-10 11:19:00.000,"2024-06-11",delivered,2609.98,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 48",SUMMER15,card
5354,2326,2024-10-22 19:09:00.000,"2024-10-23",delivered,1595.14,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 84",,card
5355,1331,2024-08-09 11:20:00.000,"2024-08-10",delivered,1274.28,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 95",,cash
5356,824,2024-08-11 08:47:00.000,"2024-08-12",delivered,968.69,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 63",WELCOME10,sbp
5357,1154,2024-09-10 11:44:00.000,"2024-09-11",delivered,953.85,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 25",WELCOME10,card
5358,2148,2024-07-25 08:47:00.000,"2024-07-26",delivered,1422.34,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 49",SUMMER15,card
5359,1526,2024-05-25 08:24:00.000,"2024-05-26",delivered,1537.33,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 63",,cash
5360,998,2024-07-03 11:33:00.000,"2024-07-04",delivered,1600.15,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 27",,card
5361,744,2024-03-26 13:17:00.000,"2024-03-27",delivered,364.63,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 59",SUMMER15,card
5362,1391,2024-08-28 14:10:00.000,"2024-08-29",confirmed,1538.53,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 24",,sbp
5363,1958,2024-09-01 19:47:00.000,"2024-09-02",delivered,950.18,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 68",,card
5364,836,2024-07-31 17:24:00.000,"2024-08-01",delivered,724.18,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 83",SUMMER15,sbp
5365,793,2024-04-10 16:04:00.000,"2024-04-11",delivered,2367.2,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 18",,cash
5366,36,2024-02-18 10:57:00.000,"2024-02-19",delivered,760.12,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 69",,sbp
5367,2045,2024-08-05 12:00:00.000,"2024-08-06",delivered,1154.63,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 66",,card
5368,918,2024-03-23 18:03:00.000,"2024-03-24",confirmed,98.56,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 57",FRESH20,card
5369,1295,2024-06-06 14:55:00.000,"2024-06-07",delivered,2816.81,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 24",,card
5370,824,2024-02-06 15:03:00.000,"2024-02-07",delivered,1013.6,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 62",SUMMER15,cash
5371,325,2024-05-18 09:10:00.000,"2024-05-19",delivered,925.53,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 66",WELCOME10,sbp
5372,1264,2024-08-25 17:03:00.000,"2024-08-26",delivered,1734.23,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 34",WELCOME10,card
5373,2299,2024-02-22 19:57:00.000,"2024-02-23",delivered,510.77,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 99",,cash
5374,837,2024-06-14 12:16:00.000,"2024-06-15",delivered,3192.97,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 84",,card
5375,214,2024-08-08 16:42:00.000,"2024-08-09",delivered,1217.39,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 15",,card
5376,1915,2024-08-01 12:56:00.000,"2024-08-02",delivered,1571.03,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 15",FRESH20,cash
5377,1797,2024-03-04 15:49:00.000,"2024-03-05",delivered,2189.68,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 28",WELCOME10,cash
5378,1340,2024-03-02 10:16:00.000,"2024-03-03",delivered,2198.26,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 31",,card
5379,2294,2024-01-04 13:02:00.000,"2024-01-05",cancelled,872.69,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 74",WELCOME10,card
5380,2153,2024-05-23 18:50:00.000,"2024-05-24",delivered,655.39,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 53",,card
5381,1342,2024-10-13 16:21:00.000,"2024-10-14",delivered,1285.21,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 86",,card
5382,1006,2024-01-21 15:32:00.000,"2024-01-22",delivered,952.17,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 51",,card
5383,801,2024-09-08 13:36:00.000,"2024-09-09",confirmed,280.91,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 85",,cash
5384,1617,2024-09-10 16:49:00.000,"2024-09-11",delivered,1480.31,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 55",,card
5385,193,2024-10-19 15:42:00.000,"2024-10-20",delivered,263.62,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 93",WELCOME10,card
5386,2103,2024-04-16 19:55:00.000,"2024-04-17",confirmed,1528.37,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 18",,card
5387,1915,2024-03-13 15:14:00.000,"2024-03-14",delivered,655.08,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 81",,sbp
5388,1800,2024-09-04 08:11:00.000,"2024-09-05",delivered,1503.14,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 36",FRESH20,sbp
5389,701,2024-11-06 17:14:00.000,"2024-11-07",delivered,1133.54,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 50",WELCOME10,sbp
5390,2408,2024-01-09 18:25:00.000,"2024-01-10",delivered,2646.7,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 5",,card
5391,932,2024-05-16 11:04:00.000,"2024-05-17",delivered,1541.6,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 85",WELCOME10,sbp
5392,447,2024-08-03 08:49:00.000,"2024-08-04",delivered,2033.75,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 14",,sbp
5393,2031,2024-07-07 16:44:00.000,"2024-07-08",delivered,1100.59,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 12",,cash
5394,1411,2024-09-07 16:23:00.000,"2024-09-08",delivered,208.22,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 34",SUMMER15,cash
5395,963,2024-11-28 11:37:00.000,"2024-11-29",delivered,321.26,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 27",SUMMER15,card
5396,1688,2024-06-14 12:14:00.000,"2024-06-15",delivered,1572.29,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 65",WELCOME10,cash
5397,613,2024-09-05 15:58:00.000,"2024-09-06",delivered,758.99,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 10",,card
5398,2256,2024-06-30 11:22:00.000,"2024-07-01",delivered,3575.68,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 10",WELCOME10,sbp
5399,1804,2024-06-26 17:14:00.000,"2024-06-27",delivered,1272.39,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 78",,card
5400,1356,2024-05-22 09:52:00.000,"2024-05-23",cancelled,521.99,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 60",,card
5401,1741,2024-12-01 13:44:00.000,"2024-12-02",delivered,161.44,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 82",,cash
5402,1128,2024-07-03 12:35:00.000,"2024-07-04",delivered,1958.36,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 70",WELCOME10,card
5403,1400,2024-11-20 18:06:00.000,"2024-11-21",delivered,1970.82,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 19",FRESH20,sbp
5404,339,2024-02-21 10:37:00.000,"2024-02-22",delivered,615.53,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 64",,sbp
5405,297,2024-02-23 17:33:00.000,"2024-02-24",delivered,1173.34,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 93",,card
5406,1839,2024-11-07 08:16:00.000,"2024-11-08",delivered,538.3,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 51",WELCOME10,card
5407,307,2024-01-11 08:46:00.000,"2024-01-12",delivered,1947.28,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 89",,card
5408,2103,2024-01-20 16:39:00.000,"2024-01-21",delivered,2133.61,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 66",,card
5409,1532,2024-03-02 18:08:00.000,"2024-03-03",delivered,126.93,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 83",WELCOME10,card
5410,382,2024-04-28 15:40:00.000,"2024-04-29",delivered,129.6,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 27",,card
5411,716,2024-10-15 14:52:00.000,"2024-10-16",confirmed,357.32,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 88",,card
5412,2111,2024-03-05 19:53:00.000,"2024-03-06",delivered,1069.26,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 6",SUMMER15,sbp
5413,914,2024-06-12 12:22:00.000,"2024-06-13",delivered,1983.31,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 31",SUMMER15,card
5414,1670,2024-09-29 16:51:00.000,"2024-09-30",delivered,862.69,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 69",,sbp
5415,2321,2024-01-22 20:26:00.000,"2024-01-23",delivered,1473.92,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 66",,cash
5416,494,2024-01-28 10:52:00.000,"2024-01-29",delivered,254.66,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 3",,cash
5417,1292,2024-09-22 18:40:00.000,"2024-09-23",delivered,1196.89,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 69",SUMMER15,card
5418,1087,2024-11-30 16:27:00.000,"2024-12-01",delivered,1973.69,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 85",SUMMER15,card
5419,784,2024-04-05 16:10:00.000,"2024-04-06",cancelled,1094.49,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 96",SUMMER15,cash
5420,1434,2024-06-19 11:30:00.000,"2024-06-20",delivered,3099.09,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 10",SUMMER15,cash
5421,2305,2024-08-10 18:33:00.000,"2024-08-11",delivered,1832.18,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 95",SUMMER15,card
5422,1182,2024-09-29 09:18:00.000,"2024-09-30",delivered,678.31,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 22",WELCOME10,card
5423,985,2024-03-20 16:55:00.000,"2024-03-21",delivered,3103.04,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 57",,card
5424,2310,2024-02-21 08:00:00.000,"2024-02-22",delivered,2588.69,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 27",SUMMER15,card
5425,2067,2024-04-10 16:57:00.000,"2024-04-11",delivered,1124.11,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 36",,cash
5426,1704,2024-03-19 16:44:00.000,"2024-03-20",delivered,1267.62,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 39",WELCOME10,cash
5427,884,2024-11-09 18:48:00.000,"2024-11-10",delivered,515.05,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 24",SUMMER15,card
5428,868,2024-04-15 11:52:00.000,"2024-04-16",delivered,1733.07,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 57",SUMMER15,cash
5429,609,2024-09-05 08:33:00.000,"2024-09-06",delivered,858.27,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 35",,card
5430,309,2024-07-13 18:40:00.000,"2024-07-14",delivered,782.73,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 43",,cash
5431,725,2024-04-05 20:57:00.000,"2024-04-06",delivered,732.4,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 43",,sbp
5432,1687,2024-09-14 16:17:00.000,"2024-09-15",delivered,263.72,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 45",,cash
5433,1223,2024-08-21 16:41:00.000,"2024-08-22",delivered,948.51,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 31",,card
5434,332,2024-02-12 17:28:00.000,"2024-02-13",delivered,914.89,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 35",FRESH20,sbp
5435,1436,2024-02-20 11:04:00.000,"2024-02-21",delivered,1337.35,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 99",,sbp
5436,303,2024-11-20 17:56:00.000,"2024-11-21",delivered,817.9,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 8",SUMMER15,sbp
5437,1338,2024-06-05 18:51:00.000,"2024-06-06",delivered,1691.79,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 85",FRESH20,card
5438,2237,2024-06-19 17:22:00.000,"2024-06-20",delivered,2154.14,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 94",,card
5439,2065,2024-11-09 15:48:00.000,"2024-11-10",delivered,1359.5,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 99",,card
5440,1997,2024-03-26 08:32:00.000,"2024-03-27",confirmed,96.71,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 94",SUMMER15,card
5441,492,2024-04-29 20:36:00.000,"2024-04-30",delivered,591.88,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 66",WELCOME10,sbp
5442,318,2024-04-26 08:33:00.000,"2024-04-27",delivered,216.63,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 23",,cash
5443,40,2024-11-23 10:17:00.000,"2024-11-24",delivered,727.28,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 60",,cash
5444,1431,2024-08-24 09:13:00.000,"2024-08-25",delivered,1368.67,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 52",,cash
5445,1545,2024-09-02 19:51:00.000,"2024-09-03",delivered,651.02,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 100",FRESH20,card
5446,1412,2024-07-04 10:43:00.000,"2024-07-05",delivered,1919.01,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 87",,card
5447,2017,2024-08-20 20:34:00.000,"2024-08-21",delivered,500.91,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 74",FRESH20,cash
5448,133,2024-02-11 17:11:00.000,"2024-02-12",delivered,26.54,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 75",WELCOME10,card
5449,2393,2024-07-10 13:48:00.000,"2024-07-11",delivered,1054.2,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 82",,card
5450,106,2024-07-30 20:49:00.000,"2024-07-31",delivered,2596.35,"Санкт-Петербург, Калининский р-н, ул. Примерная, д. 4",WELCOME10,card
5451,351,2024-02-15 11:37:00.000,"2024-02-16",delivered,412.21,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 98",,card
5452,443,2024-09-18 17:30:00.000,"2024-09-19",delivered,851.91,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 98",FRESH20,sbp
5453,2157,2024-03-02 19:15:00.000,"2024-03-03",delivered,617.23,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 94",,card
5454,349,2024-05-22 09:58:00.000,"2024-05-23",delivered,306.18,"Санкт-Петербург, Невский р-н, ул. Примерная, д. 26",SUMMER15,sbp
5455,1255,2024-10-10 19:00:00.000,"2024-10-11",delivered,1521.36,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 100",SUMMER15,card
5456,1466,2024-05-06 09:09:00.000,"2024-05-07",delivered,72.38,"Санкт-Петербург, Центральный р-н, ул. Примерная, д. 49",WELCOME10,sbp
5457,377,2024-04-09 15:36:00.000,"2024-04-10",delivered,1484.99,"Санкт-Петербург, Фрунзенский р-н, ул. Примерная, д. 27",SUMMER15,card
5458,1814,2024-10-14 13:07:00.000,"2024-10-15",delivered,2574.85,"Санкт-Петербург, Выборгский р-н, ул. Примерная, д. 47",,card
5459,1126,2024-03-25 17:36:00.000,"2024-03-26",confirmed,1448.44,"Санкт-Петербург, Приморский р-н, ул. Примерная, д. 76",,card
